file_name,version,field_scope,item_index,field_name,old_value,new_value,changed,fix_reason
L2_B_008,v1_baseline,header,,po_number,PO-2024-7756,PO-2024-7756,False,po_uppercase_only_or_already_correct
L2_B_008,v1_baseline,item,0,part_number,HM-618,HM-618,False,part_uppercase_only_or_already_correct
L2_B_008,v1_baseline,item,1,part_number,AX-100,AX-100,False,part_uppercase_only_or_already_correct
L2_B_008,v1_baseline,item,2,part_number,AX-940,AX-940,False,part_uppercase_only_or_already_correct
L2_B_009,v1_baseline,header,,po_number,PO-2025-7502,PO-2025-7502,False,po_uppercase_only_or_already_correct
L2_B_009,v1_baseline,item,0,part_number,BK-100,BK-100,False,part_uppercase_only_or_already_correct
L2_B_009,v1_baseline,item,1,part_number,IR-830,IR-830,False,part_uppercase_only_or_already_correct
L2_B_009,v1_baseline,item,2,part_number,BK-830,BK-830,False,part_uppercase_only_or_already_correct
L2_B_010,v1_baseline,header,,po_number,Po-2024-3362,PO-2024-3362,True,po_pattern_fix_applied
L2_B_010,v1_baseline,item,0,part_number,GX-940,GX-940,False,part_uppercase_only_or_already_correct
L2_B_010,v1_baseline,item,1,part_number,CN-220,CN-220,False,part_uppercase_only_or_already_correct
L2_B_010,v1_baseline,item,2,part_number,GX-410,GX-410,False,part_uppercase_only_or_already_correct
L2_B_011,v1_baseline,header,,po_number,PO-2025-2404,PO-2025-2404,False,po_uppercase_only_or_already_correct
L2_B_011,v1_baseline,item,0,part_number,CN-725,CN-725,False,part_uppercase_only_or_already_correct
L2_B_011,v1_baseline,item,1,part_number,AX-512,AX-512,False,part_uppercase_only_or_already_correct
L2_B_011,v1_baseline,item,2,part_number,BK-305,BK-305,False,part_uppercase_only_or_already_correct
L2_B_011,v1_baseline,item,3,part_number,IR-940,IR-940,False,part_uppercase_only_or_already_correct
L2_B_012,v1_baseline,header,,po_number,Po-2026-9537,PO-2026-9537,True,po_pattern_fix_applied
L2_B_012,v1_baseline,item,0,part_number,HM-305,HM-305,False,part_uppercase_only_or_already_correct
L2_B_012,v1_baseline,item,1,part_number,GX-512,GX-512,False,part_uppercase_only_or_already_correct
L2_B_012,v1_baseline,item,2,part_number,DX-830,DX-830,False,part_uppercase_only_or_already_correct
L2_B_013,v1_baseline,header,,po_number,Po-2024-5922,PO-2024-5922,True,po_pattern_fix_applied
L2_B_013,v1_baseline,item,0,part_number,FT-512,FT-512,False,part_uppercase_only_or_already_correct
L2_B_013,v1_baseline,item,1,part_number,FT-725,FT-725,False,part_uppercase_only_or_already_correct
L2_B_013,v1_baseline,item,2,part_number,JQ-410,JQ-410,False,part_uppercase_only_or_already_correct
L2_B_013,v1_baseline,item,3,part_number,IR-100,IR-100,False,part_uppercase_only_or_already_correct
L2_B_014,v1_baseline,header,,po_number,PO-2024-8357,PO-2024-8357,False,po_uppercase_only_or_already_correct
L2_B_014,v1_baseline,item,0,part_number,IR-220,IR-220,False,part_uppercase_only_or_already_correct
L2_B_014,v1_baseline,item,1,part_number,FT-305,FT-305,False,part_uppercase_only_or_already_correct
L2_B_015,v1_baseline,header,,po_number,Po-2026-4621,PO-2026-4621,True,po_pattern_fix_applied
L2_B_015,v1_baseline,item,0,part_number,HM-220,HM-220,False,part_uppercase_only_or_already_correct
L2_B_015,v1_baseline,item,1,part_number,BK-220,BK-220,False,part_uppercase_only_or_already_correct
L2_B_015,v1_baseline,item,2,part_number,HM-410,HM-410,False,part_uppercase_only_or_already_correct
L2_B_016,v1_baseline,header,,po_number,Po-2026-4996,PO-2026-4996,True,po_pattern_fix_applied
L2_B_016,v1_baseline,item,0,part_number,HM-410,HM-410,False,part_uppercase_only_or_already_correct
L2_B_016,v1_baseline,item,1,part_number,GX-725,GX-725,False,part_uppercase_only_or_already_correct
L2_B_016,v1_baseline,item,2,part_number,GX-725,GX-725,False,part_uppercase_only_or_already_correct
L2_B_016,v1_baseline,item,3,part_number,BK-220,BK-220,False,part_uppercase_only_or_already_correct
L2_B_017,v1_baseline,header,,po_number,Po-2025-8501,PO-2025-8501,True,po_pattern_fix_applied
L2_B_017,v1_baseline,item,0,part_number,EV-220,EV-220,False,part_uppercase_only_or_already_correct
L2_B_017,v1_baseline,item,1,part_number,IR-725,IR-725,False,part_uppercase_only_or_already_correct
L2_B_017,v1_baseline,item,2,part_number,GX-725,GX-725,False,part_uppercase_only_or_already_correct
L2_B_018,v1_baseline,header,,po_number,Po-2026-9281,PO-2026-9281,True,po_pattern_fix_applied
L2_B_018,v1_baseline,item,0,part_number,JQ-100,JQ-100,False,part_uppercase_only_or_already_correct
L2_B_018,v1_baseline,item,1,part_number,DX-940,DX-940,False,part_uppercase_only_or_already_correct
L2_B_018,v1_baseline,item,2,part_number,JQ-830,JQ-830,False,part_uppercase_only_or_already_correct
L2_B_018,v1_baseline,item,3,part_number,BK-512,BK-512,False,part_uppercase_only_or_already_correct
L2_B_018,v1_baseline,item,4,part_number,AX-830j,AX-830J,True,part_pattern_fix_applied
L2_B_019,v1_baseline,header,,po_number,Po-2025-8015,PO-2025-8015,True,po_pattern_fix_applied
L2_B_019,v1_baseline,item,0,part_number,IR-512,IR-512,False,part_uppercase_only_or_already_correct
L2_B_019,v1_baseline,item,1,part_number,EV-512,EV-512,False,part_uppercase_only_or_already_correct
L2_B_019,v1_baseline,item,2,part_number,IR-220,IR-220,False,part_uppercase_only_or_already_correct
L2_B_020,v1_baseline,header,,po_number,Po-2026-5402,PO-2026-5402,True,po_pattern_fix_applied
L2_B_020,v1_baseline,item,0,part_number,EV-618,EV-618,False,part_uppercase_only_or_already_correct
L2_B_020,v1_baseline,item,1,part_number,AX-220,AX-220,False,part_uppercase_only_or_already_correct
L2_B_021,v1_baseline,header,,po_number,PO-2025-6631,PO-2025-6631,False,po_uppercase_only_or_already_correct
L2_B_021,v1_baseline,item,0,part_number,CN-830,CN-830,False,part_uppercase_only_or_already_correct
L2_B_021,v1_baseline,item,1,part_number,GX-410,GX-410,False,part_uppercase_only_or_already_correct
L2_B_022,v1_baseline,header,,po_number,Po-2024-8032,PO-2024-8032,True,po_pattern_fix_applied
L2_B_022,v1_baseline,item,0,part_number,JQ-410,JQ-410,False,part_uppercase_only_or_already_correct
L2_B_022,v1_baseline,item,1,part_number,FT-220,FT-220,False,part_uppercase_only_or_already_correct
L2_B_022,v1_baseline,item,2,part_number,DX-725,DX-725,False,part_uppercase_only_or_already_correct
L2_B_023,v1_baseline,header,,po_number,PO-2025-6753,PO-2025-6753,False,po_uppercase_only_or_already_correct
L2_B_023,v1_baseline,item,0,part_number,BK-305,BK-305,False,part_uppercase_only_or_already_correct
L2_B_023,v1_baseline,item,1,part_number,FT-725,FT-725,False,part_uppercase_only_or_already_correct
L2_B_023,v1_baseline,item,2,part_number,BK-410,BK-410,False,part_uppercase_only_or_already_correct
L2_B_023,v1_baseline,item,3,part_number,JQ-512,JQ-512,False,part_uppercase_only_or_already_correct
L2_B_023,v1_baseline,item,4,part_number,JQ-940,JQ-940,False,part_uppercase_only_or_already_correct
L2_B_024,v1_baseline,header,,po_number,Po-2025-7895,PO-2025-7895,True,po_pattern_fix_applied
L2_B_024,v1_baseline,item,0,part_number,AX-512,AX-512,False,part_uppercase_only_or_already_correct
L2_B_024,v1_baseline,item,1,part_number,GX-940,GX-940,False,part_uppercase_only_or_already_correct
L2_B_025,v1_baseline,header,,po_number,PO-2024-3545,PO-2024-3545,False,po_uppercase_only_or_already_correct
L2_B_025,v1_baseline,item,0,part_number,DX-100,DX-100,False,part_uppercase_only_or_already_correct
L2_B_025,v1_baseline,item,1,part_number,BK-830,BK-830,False,part_uppercase_only_or_already_correct
L2_B_025,v1_baseline,item,2,part_number,CN-220,CN-220,False,part_uppercase_only_or_already_correct
L2_B_025,v1_baseline,item,3,part_number,CN-830,CN-830,False,part_uppercase_only_or_already_correct
L2_B_026,v1_baseline,header,,po_number,PO-2024-9128,PO-2024-9128,False,po_uppercase_only_or_already_correct
L2_B_026,v1_baseline,item,0,part_number,CN-512,CN-512,False,part_uppercase_only_or_already_correct
L2_B_026,v1_baseline,item,1,part_number,BK-410,BK-410,False,part_uppercase_only_or_already_correct
L2_B_026,v1_baseline,item,2,part_number,AX-410,AX-410,False,part_uppercase_only_or_already_correct
L2_B_026,v1_baseline,item,3,part_number,CN-305,CN-305,False,part_uppercase_only_or_already_correct
L2_B_026,v1_baseline,item,4,part_number,GX-410,GX-410,False,part_uppercase_only_or_already_correct
L2_B_027,v1_baseline,header,,po_number,Po-2025-6362,PO-2025-6362,True,po_pattern_fix_applied
L2_B_027,v1_baseline,item,0,part_number,EV-410,EV-410,False,part_uppercase_only_or_already_correct
L2_B_027,v1_baseline,item,1,part_number,HM-410,HM-410,False,part_uppercase_only_or_already_correct
L2_B_027,v1_baseline,item,2,part_number,GX-100,GX-100,False,part_uppercase_only_or_already_correct
L2_B_027,v1_baseline,item,3,part_number,AX-618,AX-618,False,part_uppercase_only_or_already_correct
L2_B_028,v1_baseline,header,,po_number,Po-2025-2391,PO-2025-2391,True,po_pattern_fix_applied
L2_B_028,v1_baseline,item,0,part_number,GX-305,GX-305,False,part_uppercase_only_or_already_correct
L2_B_028,v1_baseline,item,1,part_number,FT-725,FT-725,False,part_uppercase_only_or_already_correct
L2_B_029,v1_baseline,header,,po_number,PO-2024-9780,PO-2024-9780,False,po_uppercase_only_or_already_correct
L2_B_029,v1_baseline,item,0,part_number,BK-305,BK-305,False,part_uppercase_only_or_already_correct
L2_B_029,v1_baseline,item,1,part_number,FT-305,FT-305,False,part_uppercase_only_or_already_correct
L2_B_029,v1_baseline,item,2,part_number,GX-940,GX-940,False,part_uppercase_only_or_already_correct
L2_B_029,v1_baseline,item,3,part_number,CN-100,CN-100,False,part_uppercase_only_or_already_correct
L2_B_029,v1_baseline,item,4,part_number,IR-410,IR-410,False,part_uppercase_only_or_already_correct
L2_B_030,v1_baseline,header,,po_number,Po-2024-2056,PO-2024-2056,True,po_pattern_fix_applied
L2_B_030,v1_baseline,item,0,part_number,HM-100,HM-100,False,part_uppercase_only_or_already_correct
L2_B_030,v1_baseline,item,1,part_number,GX-830,GX-830,False,part_uppercase_only_or_already_correct
L2_B_031,v1_baseline,header,,po_number,PO-2025-9173,PO-2025-9173,False,po_uppercase_only_or_already_correct
L2_B_031,v1_baseline,item,0,part_number,GX-410,GX-410,False,part_uppercase_only_or_already_correct
L2_B_031,v1_baseline,item,1,part_number,IR-100,IR-100,False,part_uppercase_only_or_already_correct
L2_B_032,v1_baseline,header,,po_number,PO-2025-9674,PO-2025-9674,False,po_uppercase_only_or_already_correct
L2_B_032,v1_baseline,item,0,part_number,EV-940,EV-940,False,part_uppercase_only_or_already_correct
L2_B_032,v1_baseline,item,1,part_number,GX-618,GX-618,False,part_uppercase_only_or_already_correct
L2_B_033,v1_baseline,header,,po_number,Po-2025-3876,PO-2025-3876,True,po_pattern_fix_applied
L2_B_033,v1_baseline,item,0,part_number,IR-830,IR-830,False,part_uppercase_only_or_already_correct
L2_B_033,v1_baseline,item,1,part_number,DX-305,DX-305,False,part_uppercase_only_or_already_correct
L2_B_033,v1_baseline,item,2,part_number,FT-100,FT-100,False,part_uppercase_only_or_already_correct
L2_B_034,v1_baseline,header,,po_number,Po-2025-8982,PO-2025-8982,True,po_pattern_fix_applied
L2_B_034,v1_baseline,item,0,part_number,GX-512,GX-512,False,part_uppercase_only_or_already_correct
L2_B_034,v1_baseline,item,1,part_number,AX-725,AX-725,False,part_uppercase_only_or_already_correct
L2_B_034,v1_baseline,item,2,part_number,FT-410,FT-410,False,part_uppercase_only_or_already_correct
L2_B_035,v1_baseline,header,,po_number,Po-2024-5345,PO-2024-5345,True,po_pattern_fix_applied
L2_B_035,v1_baseline,item,0,part_number,AX-725,AX-725,False,part_uppercase_only_or_already_correct
L2_B_035,v1_baseline,item,1,part_number,GX-830,GX-830,False,part_uppercase_only_or_already_correct
L2_B_035,v1_baseline,item,2,part_number,BK-830,BK-830,False,part_uppercase_only_or_already_correct
L2_B_035,v1_baseline,item,3,part_number,BK-100,BK-100,False,part_uppercase_only_or_already_correct
L2_B_036,v1_baseline,header,,po_number,PO-2024-8066,PO-2024-8066,False,po_uppercase_only_or_already_correct
L2_B_036,v1_baseline,item,0,part_number,DX-725,DX-725,False,part_uppercase_only_or_already_correct
L2_B_036,v1_baseline,item,1,part_number,EV-512,EV-512,False,part_uppercase_only_or_already_correct
L2_B_037,v1_baseline,header,,po_number,Po-2025-4271,PO-2025-4271,True,po_pattern_fix_applied
L2_B_037,v1_baseline,item,0,part_number,BK-512,BK-512,False,part_uppercase_only_or_already_correct
L2_B_037,v1_baseline,item,1,part_number,EV-220,EV-220,False,part_uppercase_only_or_already_correct
L2_B_037,v1_baseline,item,2,part_number,GX-618,GX-618,False,part_uppercase_only_or_already_correct
L2_B_037,v1_baseline,item,3,part_number,HM-830,HM-830,False,part_uppercase_only_or_already_correct
L2_B_038,v1_baseline,header,,po_number,PO-2026-8779,PO-2026-8779,False,po_uppercase_only_or_already_correct
L2_B_038,v1_baseline,item,0,part_number,IR-305,IR-305,False,part_uppercase_only_or_already_correct
L2_B_038,v1_baseline,item,1,part_number,CN-410,CN-410,False,part_uppercase_only_or_already_correct
L2_B_038,v1_baseline,item,2,part_number,BK-725,BK-725,False,part_uppercase_only_or_already_correct
L2_B_038,v1_baseline,item,3,part_number,EV-618,EV-618,False,part_uppercase_only_or_already_correct
L2_B_038,v1_baseline,item,4,part_number,GX-940,GX-940,False,part_uppercase_only_or_already_correct
L2_B_039,v1_baseline,header,,po_number,Po-2025-7732,PO-2025-7732,True,po_pattern_fix_applied
L2_B_039,v1_baseline,item,0,part_number,CN-725,CN-725,False,part_uppercase_only_or_already_correct
L2_B_039,v1_baseline,item,1,part_number,FT-410,FT-410,False,part_uppercase_only_or_already_correct
L2_B_040,v1_baseline,header,,po_number,Po-2025-7828,PO-2025-7828,True,po_pattern_fix_applied
L2_B_040,v1_baseline,item,0,part_number,FT-100,FT-100,False,part_uppercase_only_or_already_correct
L2_B_040,v1_baseline,item,1,part_number,IR-725,IR-725,False,part_uppercase_only_or_already_correct
L2_B_040,v1_baseline,item,2,part_number,AX-305,AX-305,False,part_uppercase_only_or_already_correct
L2_B_040,v1_baseline,item,3,part_number,DX-100,DX-100,False,part_uppercase_only_or_already_correct
L2_B_040,v1_baseline,item,4,part_number,DX-512,DX-512,False,part_uppercase_only_or_already_correct
L2_B_041,v1_baseline,header,,po_number,PO-2026-2480,PO-2026-2480,False,po_uppercase_only_or_already_correct
L2_B_041,v1_baseline,item,0,part_number,DX-410,DX-410,False,part_uppercase_only_or_already_correct
L2_B_041,v1_baseline,item,1,part_number,GX-940,GX-940,False,part_uppercase_only_or_already_correct
L2_B_041,v1_baseline,item,2,part_number,CN-305,CN-305,False,part_uppercase_only_or_already_correct
L2_B_042,v1_baseline,header,,po_number,Po-2026-9530,PO-2026-9530,True,po_pattern_fix_applied
L2_B_042,v1_baseline,item,0,part_number,JQ-512,JQ-512,False,part_uppercase_only_or_already_correct
L2_B_042,v1_baseline,item,1,part_number,FT-512,FT-512,False,part_uppercase_only_or_already_correct
L2_B_042,v1_baseline,item,2,part_number,EV-410,EV-410,False,part_uppercase_only_or_already_correct
L2_B_042,v1_baseline,item,3,part_number,AX-725,AX-725,False,part_uppercase_only_or_already_correct
L2_B_043,v1_baseline,header,,po_number,Po-2026-9759,PO-2026-9759,True,po_pattern_fix_applied
L2_B_043,v1_baseline,item,0,part_number,BK-830,BK-830,False,part_uppercase_only_or_already_correct
L2_B_043,v1_baseline,item,1,part_number,IR-305,IR-305,False,part_uppercase_only_or_already_correct
L2_B_043,v1_baseline,item,2,part_number,DX-512,DX-512,False,part_uppercase_only_or_already_correct
L2_B_044,v1_baseline,header,,po_number,Po-2026-7253,PO-2026-7253,True,po_pattern_fix_applied
L2_B_044,v1_baseline,item,0,part_number,FT-725,FT-725,False,part_uppercase_only_or_already_correct
L2_B_044,v1_baseline,item,1,part_number,CN-220,CN-220,False,part_uppercase_only_or_already_correct
L2_B_044,v1_baseline,item,2,part_number,CN-618,CN-618,False,part_uppercase_only_or_already_correct
L2_B_045,v1_baseline,header,,po_number,Po-2025-7280,PO-2025-7280,True,po_pattern_fix_applied
L2_B_045,v1_baseline,item,0,part_number,IR-410,IR-410,False,part_uppercase_only_or_already_correct
L2_B_045,v1_baseline,item,1,part_number,DX-410,DX-410,False,part_uppercase_only_or_already_correct
L2_B_045,v1_baseline,item,2,part_number,GX-940,GX-940,False,part_uppercase_only_or_already_correct
L2_B_045,v1_baseline,item,3,part_number,AX-512,AX-512,False,part_uppercase_only_or_already_correct
L2_B_046,v1_baseline,header,,po_number,PO-2026-1359,PO-2026-1359,False,po_uppercase_only_or_already_correct
L2_B_046,v1_baseline,item,0,part_number,EV-940,EV-940,False,part_uppercase_only_or_already_correct
L2_B_046,v1_baseline,item,1,part_number,AX-220,AX-220,False,part_uppercase_only_or_already_correct
L2_B_047,v1_baseline,header,,po_number,PO-2025-2654,PO-2025-2654,False,po_uppercase_only_or_already_correct
L2_B_047,v1_baseline,item,0,part_number,JQ-220,JQ-220,False,part_uppercase_only_or_already_correct
L2_B_047,v1_baseline,item,1,part_number,HM-410,HM-410,False,part_uppercase_only_or_already_correct
L2_B_047,v1_baseline,item,2,part_number,IR-410,IR-410,False,part_uppercase_only_or_already_correct
L2_B_047,v1_baseline,item,3,part_number,AX-940,AX-940,False,part_uppercase_only_or_already_correct
L2_B_047,v1_baseline,item,4,part_number,HM-618,HM-618,False,part_uppercase_only_or_already_correct
L2_B_048,v1_baseline,header,,po_number,PO-2024-3862,PO-2024-3862,False,po_uppercase_only_or_already_correct
L2_B_048,v1_baseline,item,0,part_number,AX-100,AX-100,False,part_uppercase_only_or_already_correct
L2_B_048,v1_baseline,item,1,part_number,HM-512,HM-512,False,part_uppercase_only_or_already_correct
L2_B_048,v1_baseline,item,2,part_number,CN-220,CN-220,False,part_uppercase_only_or_already_correct
L2_B_048,v1_baseline,item,3,part_number,EV-725,EV-725,False,part_uppercase_only_or_already_correct
L2_B_048,v1_baseline,item,4,part_number,CN-220,CN-220,False,part_uppercase_only_or_already_correct
L2_B_049,v1_baseline,header,,po_number,PO-2025-2850,PO-2025-2850,False,po_uppercase_only_or_already_correct
L2_B_049,v1_baseline,item,0,part_number,IR-410,IR-410,False,part_uppercase_only_or_already_correct
L2_B_049,v1_baseline,item,1,part_number,JQ-220,JQ-220,False,part_uppercase_only_or_already_correct
L2_B_049,v1_baseline,item,2,part_number,GX-305,GX-305,False,part_uppercase_only_or_already_correct
L2_B_049,v1_baseline,item,3,part_number,CN-940,CN-940,False,part_uppercase_only_or_already_correct
L2_B_050,v1_baseline,header,,po_number,Po-2025-8277,PO-2025-8277,True,po_pattern_fix_applied
L2_B_050,v1_baseline,item,0,part_number,AX-220,AX-220,False,part_uppercase_only_or_already_correct
L2_B_050,v1_baseline,item,1,part_number,IR-100,IR-100,False,part_uppercase_only_or_already_correct
L2_B_050,v1_baseline,item,2,part_number,EV-940,EV-940,False,part_uppercase_only_or_already_correct
L2_B_050,v1_baseline,item,3,part_number,HM-618,HM-618,False,part_uppercase_only_or_already_correct
L2_C_001,v1_baseline,header,,po_number,PO-2025-9973,PO-2025-9973,False,po_uppercase_only_or_already_correct
L2_C_001,v1_baseline,item,0,part_number,GX-220,GX-220,False,part_uppercase_only_or_already_correct
L2_C_001,v1_baseline,item,1,part_number,GX-410,GX-410,False,part_uppercase_only_or_already_correct
L2_C_001,v1_baseline,item,2,part_number,BK-725,BK-725,False,part_uppercase_only_or_already_correct
L2_C_002,v1_baseline,header,,po_number,PO-2025-8912,PO-2025-8912,False,po_uppercase_only_or_already_correct
L2_C_002,v1_baseline,item,0,part_number,JQ-618,JQ-618,False,part_uppercase_only_or_already_correct
L2_C_002,v1_baseline,item,1,part_number,JQ-410,JQ-410,False,part_uppercase_only_or_already_correct
L2_C_002,v1_baseline,item,2,part_number,EV-830,EV-830,False,part_uppercase_only_or_already_correct
L2_C_003,v1_baseline,header,,po_number,PO-2024-3913,PO-2024-3913,False,po_uppercase_only_or_already_correct
L2_C_003,v1_baseline,item,0,part_number,JQ-725,JQ-725,False,part_uppercase_only_or_already_correct
L2_C_003,v1_baseline,item,1,part_number,GX-100,GX-100,False,part_uppercase_only_or_already_correct
L2_C_003,v1_baseline,item,2,part_number,CN-100,CN-100,False,part_uppercase_only_or_already_correct
L2_C_003,v1_baseline,item,3,part_number,CN-512,CN-512,False,part_uppercase_only_or_already_correct
L2_C_004,v1_baseline,header,,po_number,PO-2026-7371,PO-2026-7371,False,po_uppercase_only_or_already_correct
L2_C_004,v1_baseline,item,0,part_number,FT-940,FT-940,False,part_uppercase_only_or_already_correct
L2_C_004,v1_baseline,item,1,part_number,DX-830,DX-830,False,part_uppercase_only_or_already_correct
L2_C_004,v1_baseline,item,2,part_number,IR-410,IR-410,False,part_uppercase_only_or_already_correct
L2_C_004,v1_baseline,item,3,part_number,BK-305,BK-305,False,part_uppercase_only_or_already_correct
L2_C_004,v1_baseline,item,4,part_number,AX-725,AX-725,False,part_uppercase_only_or_already_correct
L2_C_005,v1_baseline,header,,po_number,PO-2024-5934,PO-2024-5934,False,po_uppercase_only_or_already_correct
L2_C_005,v1_baseline,item,0,part_number,CN-940,CN-940,False,part_uppercase_only_or_already_correct
L2_C_005,v1_baseline,item,1,part_number,IR-940,IR-940,False,part_uppercase_only_or_already_correct
L2_C_006,v1_baseline,header,,po_number,PO-2024-9691,PO-2024-9691,False,po_uppercase_only_or_already_correct
L2_C_006,v1_baseline,item,0,part_number,JQ-410,JQ-410,False,part_uppercase_only_or_already_correct
L2_C_006,v1_baseline,item,1,part_number,BK-725,BK-725,False,part_uppercase_only_or_already_correct
L2_C_006,v1_baseline,item,2,part_number,AX-940,AX-940,False,part_uppercase_only_or_already_correct
L2_C_006,v1_baseline,item,3,part_number,HM-830,HM-830,False,part_uppercase_only_or_already_correct
L2_C_007,v1_baseline,header,,po_number,PO-2025-2702,PO-2025-2702,False,po_uppercase_only_or_already_correct
L2_C_007,v1_baseline,item,0,part_number,FT-100,FT-100,False,part_uppercase_only_or_already_correct
L2_C_007,v1_baseline,item,1,part_number,EV-940,EV-940,False,part_uppercase_only_or_already_correct
L2_C_007,v1_baseline,item,2,part_number,EV-725,EV-725,False,part_uppercase_only_or_already_correct
L2_C_008,v1_baseline,header,,po_number,PO-2024-5748,PO-2024-5748,False,po_uppercase_only_or_already_correct
L2_C_008,v1_baseline,item,0,part_number,AX-830,AX-830,False,part_uppercase_only_or_already_correct
L2_C_008,v1_baseline,item,1,part_number,GX-940,GX-940,False,part_uppercase_only_or_already_correct
L2_C_008,v1_baseline,item,2,part_number,FT-100,FT-100,False,part_uppercase_only_or_already_correct
L2_C_008,v1_baseline,item,3,part_number,AX-100,AX-100,False,part_uppercase_only_or_already_correct
L2_C_008,v1_baseline,item,4,part_number,IR-220,IR-220,False,part_uppercase_only_or_already_correct
L2_C_009,v1_baseline,header,,po_number,PO-2024-3971,PO-2024-3971,False,po_uppercase_only_or_already_correct
L2_C_009,v1_baseline,item,0,part_number,DX-830,DX-830,False,part_uppercase_only_or_already_correct
L2_C_009,v1_baseline,item,1,part_number,DX-220,DX-220,False,part_uppercase_only_or_already_correct
L2_C_009,v1_baseline,item,2,part_number,FT-830,FT-830,False,part_uppercase_only_or_already_correct
L2_C_009,v1_baseline,item,3,part_number,EV-305,EV-305,False,part_uppercase_only_or_already_correct
L2_C_010,v1_baseline,header,,po_number,PO-2026-6432,PO-2026-6432,False,po_uppercase_only_or_already_correct
L2_C_010,v1_baseline,item,0,part_number,CN-220,CN-220,False,part_uppercase_only_or_already_correct
L2_C_010,v1_baseline,item,1,part_number,DX-512,DX-512,False,part_uppercase_only_or_already_correct
L2_C_010,v1_baseline,item,2,part_number,IR-100,IR-100,False,part_uppercase_only_or_already_correct
L2_C_010,v1_baseline,item,3,part_number,JQ-410,JQ-410,False,part_uppercase_only_or_already_correct
L2_C_011,v1_baseline,header,,po_number,PO-2025-9210,PO-2025-9210,False,po_uppercase_only_or_already_correct
L2_C_011,v1_baseline,item,0,part_number,JQ-305,JQ-305,False,part_uppercase_only_or_already_correct
L2_C_011,v1_baseline,item,1,part_number,CN-305,CN-305,False,part_uppercase_only_or_already_correct
L2_C_012,v1_baseline,header,,po_number,PO-2024-4387,PO-2024-4387,False,po_uppercase_only_or_already_correct
L2_C_012,v1_baseline,item,0,part_number,FT-220,FT-220,False,part_uppercase_only_or_already_correct
L2_C_012,v1_baseline,item,1,part_number,EV-940,EV-940,False,part_uppercase_only_or_already_correct
L2_C_012,v1_baseline,item,2,part_number,GX-618,GX-618,False,part_uppercase_only_or_already_correct
L2_C_012,v1_baseline,item,3,part_number,GX-410,GX-410,False,part_uppercase_only_or_already_correct
L2_C_012,v1_baseline,item,4,part_number,FT-830,FT-830,False,part_uppercase_only_or_already_correct
L2_C_013,v1_baseline,header,,po_number,PO-2026-2938,PO-2026-2938,False,po_uppercase_only_or_already_correct
L2_C_013,v1_baseline,item,0,part_number,JQ-305,JQ-305,False,part_uppercase_only_or_already_correct
L2_C_013,v1_baseline,item,1,part_number,CN-305,CN-305,False,part_uppercase_only_or_already_correct
L2_C_013,v1_baseline,item,2,part_number,JQ-305,JQ-305,False,part_uppercase_only_or_already_correct
L2_C_013,v1_baseline,item,3,part_number,CN-940,CN-940,False,part_uppercase_only_or_already_correct
L2_C_013,v1_baseline,item,4,part_number,AX-512,AX-512,False,part_uppercase_only_or_already_correct
L2_C_014,v1_baseline,header,,po_number,PO-2026-2127,PO-2026-2127,False,po_uppercase_only_or_already_correct
L2_C_014,v1_baseline,item,0,part_number,IR-725,IR-725,False,part_uppercase_only_or_already_correct
L2_C_014,v1_baseline,item,1,part_number,HM-100,HM-100,False,part_uppercase_only_or_already_correct
L2_C_015,v1_baseline,header,,po_number,PO-2024-9680,PO-2024-9680,False,po_uppercase_only_or_already_correct
L2_C_015,v1_baseline,item,0,part_number,JQ-220,JQ-220,False,part_uppercase_only_or_already_correct
L2_C_015,v1_baseline,item,1,part_number,DX-220,DX-220,False,part_uppercase_only_or_already_correct
L2_C_015,v1_baseline,item,2,part_number,GX-512,GX-512,False,part_uppercase_only_or_already_correct
L2_C_015,v1_baseline,item,3,part_number,AX-940,AX-940,False,part_uppercase_only_or_already_correct
L2_C_016,v1_baseline,header,,po_number,PO-2026-5155,PO-2026-5155,False,po_uppercase_only_or_already_correct
L2_C_016,v1_baseline,item,0,part_number,GX-940,GX-940,False,part_uppercase_only_or_already_correct
L2_C_016,v1_baseline,item,1,part_number,IR-940,IR-940,False,part_uppercase_only_or_already_correct
L2_C_016,v1_baseline,item,2,part_number,JQ-618,JQ-618,False,part_uppercase_only_or_already_correct
L2_C_016,v1_baseline,item,3,part_number,BK-410,BK-410,False,part_uppercase_only_or_already_correct
L2_C_017,v1_baseline,header,,po_number,PO-2026-8133,PO-2026-8133,False,po_uppercase_only_or_already_correct
L2_C_017,v1_baseline,item,0,part_number,GX-725,GX-725,False,part_uppercase_only_or_already_correct
L2_C_017,v1_baseline,item,1,part_number,JQ-100,JQ-100,False,part_uppercase_only_or_already_correct
L2_C_017,v1_baseline,item,2,part_number,DX-940,DX-940,False,part_uppercase_only_or_already_correct
L2_C_017,v1_baseline,item,3,part_number,JQ-940,JQ-940,False,part_uppercase_only_or_already_correct
L2_C_018,v1_baseline,header,,po_number,PO-2025-7642,PO-2025-7642,False,po_uppercase_only_or_already_correct
L2_C_018,v1_baseline,item,0,part_number,IR-618,IR-618,False,part_uppercase_only_or_already_correct
L2_C_018,v1_baseline,item,1,part_number,DX-830,DX-830,False,part_uppercase_only_or_already_correct
